timestamp,device_id,zone,firmware,signal_strength,battery_level,cpu_usage,mem_usage,temp_c,latency_ms,event,error_code
2025-12-12T05:30:00+05:30,DEV-0001,West,1.0,64.28,96.86,15.35,11.88,24.55,28.96,normal,
2025-12-12T06:00:00+05:30,DEV-0001,West,1.0,39.12,96.78,44.07,48.15,23.82,123.58,warning,
2025-12-12T06:30:00+05:30,DEV-0001,West,1.0,47.67,96.71,35.87,28.24,29.95,102.96,warning,
2025-12-12T07:00:00+05:30,DEV-0001,West,1.0,60.05,96.64,37.92,28.05,27.07,102.03,warning,
2025-12-12T07:30:00+05:30,DEV-0001,West,1.0,61.0,96.55,46.9,45.34,29.54,103.71,warning,
2025-12-12T08:00:00+05:30,DEV-0001,West,1.0,46.9,96.48,34.18,23.72,28.08,109.87,warning,
2025-12-12T08:30:00+05:30,DEV-0001,West,1.0,50.42,96.41,38.8,32.03,30.49,111.54,warning,
2025-12-12T09:00:00+05:30,DEV-0001,West,1.0,49.06,96.32,50.75,51.68,27.82,112.27,warning,
2025-12-12T09:30:00+05:30,DEV-0001,West,1.0,53.97,96.24,48.72,47.32,32.96,108.43,warning,
2025-12-12T10:00:00+05:30,DEV-0001,West,1.0,54.73,96.15,54.02,43.74,31.36,136.05,warning,
2025-12-12T10:30:00+05:30,DEV-0001,West,1.0,61.68,96.06,52.5,45.62,34.01,98.12,warning,
2025-12-12T11:00:00+05:30,DEV-0001,West,1.0,49.83,95.98,52.91,49.54,29.32,122.44,warning,
2025-12-12T11:30:00+05:30,DEV-0001,West,1.0,58.73,95.87,67.8,55.82,34.15,138.94,warning,
2025-12-12T12:00:00+05:30,DEV-0001,West,1.0,60.07,95.78,66.12,58.07,34.45,91.58,warning,
2025-12-12T12:30:00+05:30,DEV-0001,West,1.0,56.98,95.7,38.6,31.72,31.43,115.92,warning,
2025-12-12T13:00:00+05:30,DEV-0001,West,1.0,19.33,95.57,71.16,66.53,35.94,254.36,error,E202
2025-12-12T13:30:00+05:30,DEV-0001,West,1.0,56.81,95.46,77.03,57.22,39.09,134.75,warning,
2025-12-12T14:00:00+05:30,DEV-0001,West,1.0,62.52,95.35,69.76,66.42,34.32,124.85,warning,
2025-12-12T14:30:00+05:30,DEV-0001,West,1.0,63.39,95.26,58.05,45.02,36.94,131.01,warning,
2025-12-12T15:00:00+05:30,DEV-0001,West,1.0,73.15,95.17,53.81,51.97,32.51,120.98,warning,
2025-12-12T15:30:00+05:30,DEV-0001,West,1.0,45.1,95.08,64.42,50.98,39.69,127.65,warning,
2025-12-12T16:00:00+05:30,DEV-0001,West,1.0,50.6,94.99,52.64,46.59,36.08,109.48,warning,
2025-12-12T16:30:00+05:30,DEV-0001,West,1.0,38.87,94.9,59.18,47.15,38.21,142.51,warning,
2025-12-12T17:00:00+05:30,DEV-0001,West,1.0,64.31,94.81,54.67,51.39,35.5,119.02,warning,
2025-12-12T17:30:00+05:30,DEV-0001,West,1.0,51.65,94.71,62.89,49.84,35.15,146.55,warning,
2025-12-12T18:00:00+05:30,DEV-0001,West,1.0,51.06,94.63,48.15,51.33,34.49,135.63,warning,
2025-12-12T18:30:00+05:30,DEV-0001,West,1.0,42.96,94.54,45.69,36.81,31.97,95.81,warning,
2025-12-12T19:00:00+05:30,DEV-0001,West,1.0,45.73,94.46,50.12,42.4,28.77,109.11,warning,
2025-12-12T19:30:00+05:30,DEV-0001,West,1.0,61.23,94.37,60.34,50.69,33.03,110.87,warning,
2025-12-12T20:00:00+05:30,DEV-0001,West,1.0,55.94,94.29,43.26,37.47,28.81,110.24,warning,
2025-12-12T20:30:00+05:30,DEV-0001,West,1.0,47.88,94.21,37.02,28.51,27.04,109.1,warning,
2025-12-12T21:00:00+05:30,DEV-0001,West,1.0,56.68,94.13,45.0,32.43,30.42,113.33,warning,
2025-12-12T21:30:00+05:30,DEV-0001,West,1.0,56.9,94.06,41.74,37.55,27.71,120.44,warning,
2025-12-12T22:00:00+05:30,DEV-0001,West,1.0,45.09,93.99,26.35,24.13,28.61,116.6,warning,
2025-12-12T22:30:00+05:30,DEV-0001,West,1.0,40.31,93.93,27.79,20.44,24.45,112.2,warning,
2025-12-12T23:00:00+05:30,DEV-0001,West,1.0,46.01,93.85,39.15,32.29,25.3,103.33,warning,
2025-12-12T23:30:00+05:30,DEV-0001,West,1.0,41.59,93.78,32.31,32.07,27.52,98.19,warning,
2025-12-13T00:00:00+05:30,DEV-0001,West,1.0,66.64,93.74,7.87,7.26,23.58,28.74,normal,
2025-12-13T00:30:00+05:30,DEV-0001,West,1.0,68.38,93.68,30.49,22.03,21.21,105.96,warning,
2025-12-13T01:00:00+05:30,DEV-0001,West,1.0,70.86,93.61,33.32,31.06,24.52,102.24,warning,
2025-12-13T01:30:00+05:30,DEV-0001,West,1.0,34.8,93.55,18.76,13.5,25.66,84.58,warning,
2025-12-13T02:00:00+05:30,DEV-0001,West,1.0,65.71,93.48,30.73,37.38,22.36,110.63,warning,
2025-12-13T02:30:00+05:30,DEV-0001,West,1.0,77.12,93.41,40.44,33.85,25.07,103.77,warning,
2025-12-13T03:00:00+05:30,DEV-0001,West,1.0,71.12,93.35,29.08,26.21,21.34,37.14,normal,
2025-12-13T03:30:00+05:30,DEV-0001,West,1.0,38.49,93.29,21.63,12.34,22.28,98.19,warning,
2025-12-13T04:00:00+05:30,DEV-0001,West,1.0,77.68,93.24,23.45,15.17,24.99,34.53,normal,
2025-12-13T04:30:00+05:30,DEV-0001,West,1.0,60.42,93.17,28.99,28.68,23.85,98.55,warning,
2025-12-13T05:00:00+05:30,DEV-0001,West,1.0,57.68,93.1,33.4,29.87,26.59,91.95,warning,
2025-12-13T05:30:00+05:30,DEV-0001,West,1.0,64.51,93.03,32.58,33.77,25.16,103.25,warning,
2025-12-13T06:00:00+05:30,DEV-0001,West,1.0,49.51,92.96,37.98,33.84,29.56,115.22,warning,
2025-12-13T06:30:00+05:30,DEV-0001,West,1.0,55.03,92.89,34.82,30.37,22.26,108.36,warning,
2025-12-13T07:00:00+05:30,DEV-0001,West,1.0,71.2,92.81,39.58,41.94,25.84,117.98,warning,
2025-12-13T07:30:00+05:30,DEV-0001,West,1.0,61.22,92.73,48.07,43.28,25.28,106.17,warning,
2025-12-13T08:00:00+05:30,DEV-0001,West,1.0,55.58,92.66,34.09,28.61,25.06,92.32,warning,
2025-12-13T08:30:00+05:30,DEV-0001,West,1.0,55.9,92.58,45.74,37.58,26.53,109.52,warning,
2025-12-13T09:00:00+05:30,DEV-0001,West,1.0,43.19,92.49,47.94,34.76,29.69,107.81,warning,
2025-12-13T09:30:00+05:30,DEV-0001,West,1.0,53.5,92.4,56.6,45.78,31.07,113.74,warning,
2025-12-13T10:00:00+05:30,DEV-0001,West,1.0,38.66,92.32,49.45,40.7,31.61,118.54,warning,
2025-12-13T10:30:00+05:30,DEV-0001,West,1.0,65.22,92.23,58.37,54.86,29.75,114.72,warning,
2025-12-13T11:00:00+05:30,DEV-0001,West,1.0,33.14,92.1,63.67,51.44,32.31,233.42,error,E410
2025-12-13T11:30:00+05:30,DEV-0001,West,1.0,63.55,92.02,41.54,31.67,30.02,115.67,warning,
2025-12-13T12:00:00+05:30,DEV-0001,West,1.0,64.79,91.92,66.94,54.27,36.09,134.07,warning,
2025-12-13T12:30:00+05:30,DEV-0001,West,1.0,68.19,91.84,50.71,45.32,31.78,117.7,warning,
2025-12-13T13:00:00+05:30,DEV-0001,West,1.0,55.87,91.75,50.57,41.55,33.44,112.13,warning,
2025-12-13T13:30:00+05:30,DEV-0001,West,1.0,64.17,91.68,36.73,36.57,34.31,112.61,warning,
2025-12-13T14:00:00+05:30,DEV-0001,West,1.0,53.4,91.59,53.48,43.63,33.34,130.96,warning,
2025-12-13T14:30:00+05:30,DEV-0001,West,1.0,43.13,91.5,59.72,48.64,36.53,122.87,warning,
2025-12-13T15:00:00+05:30,DEV-0001,West,1.0,70.31,91.41,56.25,44.06,38.13,116.49,warning,
2025-12-13T15:30:00+05:30,DEV-0001,West,1.0,54.03,91.32,54.89,43.04,35.18,122.53,warning,
2025-12-13T16:00:00+05:30,DEV-0001,West,1.0,40.9,91.23,48.69,39.08,36.04,117.03,warning,
2025-12-13T16:30:00+05:30,DEV-0001,West,1.0,50.33,91.14,63.27,54.84,30.9,110.13,warning,
2025-12-13T17:00:00+05:30,DEV-0001,West,1.0,50.73,91.04,62.51,64.77,33.85,127.41,warning,
2025-12-13T17:30:00+05:30,DEV-0001,West,1.0,59.62,90.95,56.49,53.81,34.29,106.64,warning,
2025-12-13T18:00:00+05:30,DEV-0001,West,1.0,72.47,90.88,36.17,31.0,29.96,109.16,warning,
2025-12-13T18:30:00+05:30,DEV-0001,West,1.0,54.22,90.77,67.42,61.47,34.18,118.89,warning,
2025-12-13T19:00:00+05:30,DEV-0001,West,1.0,51.07,90.69,48.27,43.56,34.0,115.72,warning,
2025-12-13T19:30:00+05:30,DEV-0001,West,1.0,73.56,90.61,49.19,38.56,27.6,116.69,warning,
2025-12-13T20:00:00+05:30,DEV-0001,West,1.0,58.79,90.54,30.63,23.07,27.06,127.01,warning,
2025-12-13T20:30:00+05:30,DEV-0001,West,1.0,51.54,90.46,40.26,38.15,29.84,117.09,warning,
2025-12-13T21:00:00+05:30,DEV-0001,West,1.0,44.21,90.39,41.44,35.25,29.82,124.29,warning,
2025-12-13T21:30:00+05:30,DEV-0001,West,1.0,52.16,90.31,34.87,26.72,29.26,124.26,warning,
2025-12-13T22:00:00+05:30,DEV-0001,West,1.0,48.34,90.24,40.94,34.04,27.79,114.7,warning,
2025-12-13T22:30:00+05:30,DEV-0001,West,1.0,55.91,90.16,42.49,30.27,27.98,112.33,warning,
2025-12-13T23:00:00+05:30,DEV-0001,West,1.0,68.14,90.11,19.63,18.46,26.68,25.19,normal,
2025-12-13T23:30:00+05:30,DEV-0001,West,1.0,49.6,90.04,35.69,28.85,24.63,105.27,warning,
2025-12-14T00:00:00+05:30,DEV-0001,West,1.0,60.14,89.97,30.79,22.73,23.4,95.19,warning,
2025-12-14T00:30:00+05:30,DEV-0001,West,1.0,64.49,89.91,26.59,25.59,23.56,96.39,warning,
2025-12-14T01:00:00+05:30,DEV-0001,West,1.0,48.38,89.86,13.34,12.83,23.0,112.16,warning,
2025-12-14T01:30:00+05:30,DEV-0001,West,1.0,46.77,89.78,37.3,28.28,22.68,108.6,warning,
2025-12-14T02:00:00+05:30,DEV-0001,West,1.0,53.5,89.72,28.49,27.22,22.38,93.54,warning,
2025-12-14T02:30:00+05:30,DEV-0001,West,1.0,50.38,89.67,11.2,17.02,22.62,106.44,warning,
2025-12-14T03:00:00+05:30,DEV-0001,West,1.0,71.52,89.62,23.96,22.31,22.99,47.87,normal,
2025-12-14T03:30:00+05:30,DEV-0001,West,1.0,49.98,89.55,29.25,20.96,22.72,112.31,warning,
2025-12-14T04:00:00+05:30,DEV-0001,West,1.0,60.68,89.48,31.68,28.36,19.91,83.45,warning,
2025-12-14T04:30:00+05:30,DEV-0001,West,1.0,85.46,89.43,27.87,18.59,23.32,58.75,normal,
2025-12-14T05:00:00+05:30,DEV-0001,West,1.0,64.13,89.36,33.11,40.6,22.05,99.89,warning,
2025-12-14T05:30:00+05:30,DEV-0001,West,1.0,65.79,89.27,49.03,51.43,27.43,122.42,warning,
2025-12-14T06:00:00+05:30,DEV-0001,West,1.0,71.61,89.19,46.34,37.19,25.09,136.52,warning,
2025-12-14T06:30:00+05:30,DEV-0001,West,1.0,50.37,89.12,28.4,16.11,22.95,122.74,warning,
2025-12-14T07:00:00+05:30,DEV-0001,West,1.0,44.19,89.05,33.36,26.79,25.71,95.81,warning,
2025-12-14T07:30:00+05:30,DEV-0001,West,1.0,56.77,88.98,39.47,33.43,29.39,93.83,warning,
2025-12-14T08:00:00+05:30,DEV-0001,West,1.0,57.65,88.91,28.62,21.49,27.97,115.66,warning,
2025-12-14T08:30:00+05:30,DEV-0001,West,1.0,38.82,88.84,34.14,30.5,28.18,108.54,warning,
2025-12-14T09:00:00+05:30,DEV-0001,West,1.0,58.75,88.77,34.12,29.74,25.74,100.01,warning,
2025-12-14T09:30:00+05:30,DEV-0001,West,1.0,65.7,88.7,40.05,34.44,32.7,115.01,warning,
2025-12-14T10:00:00+05:30,DEV-0001,West,1.0,45.87,88.6,62.38,50.98,30.42,121.29,warning,
2025-12-14T10:30:00+05:30,DEV-0001,West,1.0,59.36,88.52,46.3,36.0,33.02,119.59,warning,
2025-12-14T11:00:00+05:30,DEV-0001,West,1.0,63.92,88.44,46.63,38.18,31.11,112.91,warning,
2025-12-14T11:30:00+05:30,DEV-0001,West,1.0,37.73,88.34,63.4,48.54,35.16,132.59,warning,
2025-12-14T12:00:00+05:30,DEV-0001,West,1.0,61.81,88.25,54.0,47.36,35.93,109.41,warning,
2025-12-14T12:30:00+05:30,DEV-0001,West,1.0,52.55,88.15,61.94,61.78,35.6,138.89,warning,
2025-12-14T13:00:00+05:30,DEV-0001,West,1.0,43.72,88.07,53.5,40.38,35.59,125.71,warning,
2025-12-14T13:30:00+05:30,DEV-0001,West,1.0,50.53,87.99,45.35,40.97,33.6,119.99,warning,
2025-12-14T14:00:00+05:30,DEV-0001,West,1.0,49.14,87.89,63.65,57.3,34.42,113.8,warning,
2025-12-14T14:30:00+05:30,DEV-0001,West,1.0,54.2,87.81,47.35,42.18,34.55,131.6,warning,
2025-12-14T15:00:00+05:30,DEV-0001,West,1.0,65.93,87.72,55.24,48.07,34.19,118.24,warning,
2025-12-14T15:30:00+05:30,DEV-0001,West,1.0,41.88,87.63,52.73,45.1,39.58,127.43,warning,
2025-12-14T16:00:00+05:30,DEV-0001,West,1.0,56.44,87.53,59.16,52.45,32.99,117.95,warning,
2025-12-14T16:30:00+05:30,DEV-0001,West,1.0,44.37,87.45,51.89,46.31,36.26,121.35,warning,
2025-12-14T17:00:00+05:30,DEV-0001,West,1.0,47.6,87.36,53.82,48.64,35.13,122.33,warning,
2025-12-14T17:30:00+05:30,DEV-0001,West,1.0,60.59,87.28,40.66,32.62,33.27,81.13,warning,
2025-12-14T18:00:00+05:30,DEV-0001,West,1.0,37.1,87.18,67.26,61.43,37.2,135.28,warning,
2025-12-14T18:30:00+05:30,DEV-0001,West,1.0,56.34,87.11,39.63,29.17,32.41,128.14,warning,
2025-12-14T19:00:00+05:30,DEV-0001,West,1.0,35.48,87.02,56.7,42.45,31.2,126.06,warning,
2025-12-14T19:30:00+05:30,DEV-0001,West,1.0,55.67,86.93,46.07,36.8,31.72,102.92,warning,
2025-12-14T20:00:00+05:30,DEV-0001,West,1.0,33.5,86.86,43.74,39.73,29.99,120.41,warning,
2025-12-14T20:30:00+05:30,DEV-0001,West,1.0,42.82,86.78,43.19,40.98,30.68,123.13,warning,
2025-12-14T21:00:00+05:30,DEV-0001,West,1.0,36.09,86.72,23.09,20.15,29.24,105.9,warning,
2025-12-14T21:30:00+05:30,DEV-0001,West,1.0,66.09,86.64,43.72,38.98,26.69,109.74,warning,
2025-12-14T22:00:00+05:30,DEV-0001,West,1.0,44.87,86.57,29.88,25.65,29.19,101.21,warning,
2025-12-14T22:30:00+05:30,DEV-0001,West,1.0,58.9,86.49,41.77,31.87,26.5,106.63,warning,
2025-12-14T23:00:00+05:30,DEV-0001,West,1.0,67.04,86.43,29.17,26.39,26.43,108.62,warning,
2025-12-14T23:30:00+05:30,DEV-0001,West,1.0,61.81,86.36,25.89,24.93,26.0,86.06,warning,
2025-12-15T00:00:00+05:30,DEV-0001,West,1.0,52.27,86.31,17.3,9.24,24.41,90.93,warning,
2025-12-15T00:30:00+05:30,DEV-0001,West,1.0,47.51,86.25,20.51,17.42,23.25,113.63,warning,
2025-12-15T01:00:00+05:30,DEV-0001,West,1.0,63.68,86.18,29.28,19.74,22.74,117.43,warning,
2025-12-15T01:30:00+05:30,DEV-0001,West,1.0,66.31,86.14,15.0,11.2,21.89,17.99,normal,
2025-12-15T02:00:00+05:30,DEV-0001,West,1.0,72.16,86.1,9.39,6.87,24.96,17.83,normal,
2025-12-15T02:30:00+05:30,DEV-0001,West,1.0,38.13,86.04,18.6,16.19,20.61,95.03,warning,
2025-12-15T03:00:00+05:30,DEV-0001,West,1.0,47.47,85.97,32.62,27.22,21.85,113.84,warning,
2025-12-15T03:30:00+05:30,DEV-0001,West,1.0,71.62,85.9,40.88,35.14,22.38,90.04,warning,
2025-12-15T04:00:00+05:30,DEV-0001,West,1.0,44.48,85.84,22.21,24.66,23.0,99.18,warning,
2025-12-15T04:30:00+05:30,DEV-0001,West,1.0,72.39,85.79,16.5,17.34,19.49,29.21,normal,
2025-12-15T05:00:00+05:30,DEV-0001,West,1.0,57.85,85.73,27.64,19.2,20.9,113.84,warning,
2025-12-15T05:30:00+05:30,DEV-0001,West,1.0,54.79,85.66,33.55,24.82,23.86,87.67,warning,
2025-12-15T06:00:00+05:30,DEV-0001,West,1.0,62.05,85.58,38.59,31.16,22.59,108.13,warning,
2025-12-15T06:30:00+05:30,DEV-0001,West,1.0,41.55,85.49,53.07,44.6,24.26,113.97,warning,
2025-12-15T07:00:00+05:30,DEV-0001,West,1.0,63.24,85.42,39.95,32.26,23.74,122.65,warning,
2025-12-15T07:30:00+05:30,DEV-0001,West,1.0,71.9,85.33,53.6,45.51,26.15,121.88,warning,
2025-12-15T08:00:00+05:30,DEV-0001,West,1.0,63.71,85.26,38.91,35.64,28.89,101.95,warning,
2025-12-15T08:30:00+05:30,DEV-0001,West,1.0,52.53,85.17,45.56,32.71,30.45,120.22,warning,
2025-12-15T09:00:00+05:30,DEV-0001,West,1.0,39.62,85.1,42.35,40.11,32.8,109.07,warning,
2025-12-15T09:30:00+05:30,DEV-0001,West,1.0,40.0,85.02,43.79,42.54,33.48,124.09,warning,
2025-12-15T10:00:00+05:30,DEV-0001,West,1.0,41.7,84.93,49.15,49.64,32.31,114.73,warning,
2025-12-15T10:30:00+05:30,DEV-0001,West,1.0,54.88,84.85,50.9,45.72,33.53,127.04,warning,
2025-12-15T11:00:00+05:30,DEV-0001,West,1.0,56.13,84.76,50.01,41.92,32.26,119.54,warning,
2025-12-15T11:30:00+05:30,DEV-0001,West,1.0,63.68,84.67,51.94,44.95,33.72,148.98,warning,
2025-12-15T12:00:00+05:30,DEV-0001,West,1.0,37.04,84.58,66.37,63.14,38.07,128.91,warning,
2025-12-15T12:30:00+05:30,DEV-0001,West,1.0,68.11,84.47,75.5,60.59,35.99,134.18,warning,
2025-12-15T13:00:00+05:30,DEV-0001,West,1.0,61.94,84.38,55.33,50.3,36.51,114.72,warning,
2025-12-15T13:30:00+05:30,DEV-0001,West,1.0,51.73,84.29,57.17,52.51,32.75,120.54,warning,
2025-12-15T14:00:00+05:30,DEV-0001,West,1.0,43.1,84.19,64.11,51.43,33.98,98.02,warning,
2025-12-15T14:30:00+05:30,DEV-0001,West,1.0,67.49,84.07,85.26,83.37,37.55,143.04,warning,
2025-12-15T15:00:00+05:30,DEV-0001,West,1.0,52.0,83.98,59.99,51.2,35.5,135.86,warning,
2025-12-15T15:30:00+05:30,DEV-0001,West,1.0,54.8,83.88,66.37,59.21,34.36,130.03,warning,
2025-12-15T16:00:00+05:30,DEV-0001,West,1.0,58.84,83.77,69.95,54.66,40.54,115.42,warning,
2025-12-15T16:30:00+05:30,DEV-0001,West,1.0,45.87,83.68,59.09,45.75,35.1,113.8,warning,
2025-12-15T17:00:00+05:30,DEV-0001,West,1.0,52.18,83.59,62.25,48.27,33.8,98.47,warning,
2025-12-15T17:30:00+05:30,DEV-0001,West,1.0,63.65,83.49,58.01,50.76,34.33,130.04,warning,
2025-12-15T18:00:00+05:30,DEV-0001,West,1.0,56.64,83.4,59.52,58.78,33.75,112.23,warning,
2025-12-15T18:30:00+05:30,DEV-0001,West,1.0,56.73,83.32,40.96,31.7,32.29,109.1,warning,
2025-12-15T19:00:00+05:30,DEV-0001,West,1.0,37.45,83.24,48.72,53.31,28.72,115.82,warning,
2025-12-15T19:30:00+05:30,DEV-0001,West,1.0,46.63,83.16,48.72,41.51,33.91,130.62,warning,
2025-12-15T20:00:00+05:30,DEV-0001,West,1.0,45.04,83.07,46.35,34.79,33.24,114.61,warning,
2025-12-15T20:30:00+05:30,DEV-0001,West,1.0,53.25,82.99,49.45,44.93,33.05,123.78,warning,
2025-12-15T21:00:00+05:30,DEV-0001,West,1.0,52.36,82.91,41.71,37.75,29.57,115.73,warning,
2025-12-15T21:30:00+05:30,DEV-0001,West,1.0,50.55,82.85,26.83,26.16,28.55,115.19,warning,
2025-12-15T22:00:00+05:30,DEV-0001,West,1.0,73.66,82.77,38.69,33.03,25.68,104.48,warning,
2025-12-15T22:30:00+05:30,DEV-0001,West,1.0,52.09,82.71,25.02,24.25,27.5,119.02,warning,
2025-12-15T23:00:00+05:30,DEV-0001,West,1.0,50.92,82.65,24.79,26.67,25.74,80.74,warning,
2025-12-15T23:30:00+05:30,DEV-0001,West,1.0,43.43,82.58,25.54,29.11,23.82,110.62,warning,
2025-12-16T00:00:00+05:30,DEV-0001,West,1.0,39.62,82.52,26.74,18.2,26.07,93.16,warning,
2025-12-16T00:30:00+05:30,DEV-0001,West,1.0,42.8,82.47,14.28,10.59,24.84,89.34,warning,
2025-12-16T01:00:00+05:30,DEV-0001,West,1.0,47.81,82.4,34.84,25.64,24.23,111.49,warning,
2025-12-16T01:30:00+05:30,DEV-0001,West,1.0,68.1,82.35,16.22,19.33,23.39,39.87,normal,
2025-12-16T02:00:00+05:30,DEV-0001,West,1.0,55.39,82.28,37.88,21.91,21.76,112.27,warning,
2025-12-16T02:30:00+05:30,DEV-0001,West,1.0,56.93,82.22,16.46,15.31,24.68,80.73,warning,
2025-12-16T03:00:00+05:30,DEV-0001,West,1.0,59.04,82.15,36.16,29.17,21.73,120.44,warning,
2025-12-16T03:30:00+05:30,DEV-0001,West,1.0,63.65,82.09,26.4,28.21,21.48,91.66,warning,
2025-12-16T04:00:00+05:30,DEV-0001,West,1.0,74.02,82.04,13.9,17.41,22.27,24.91,normal,
2025-12-16T04:30:00+05:30,DEV-0001,West,1.0,40.06,81.99,20.55,19.8,25.05,105.24,warning,
2025-12-16T05:00:00+05:30,DEV-0001,West,1.0,72.18,81.91,40.99,31.48,26.77,105.03,warning,
2025-12-16T05:30:00+05:30,DEV-0001,West,1.0,34.85,81.84,35.67,27.48,24.52,111.24,warning,
2025-12-16T06:00:00+05:30,DEV-0001,West,1.0,60.28,81.77,33.33,26.63,26.34,82.59,warning,
2025-12-16T06:30:00+05:30,DEV-0001,West,1.0,76.92,81.72,18.26,11.24,20.86,36.74,normal,
2025-12-16T07:00:00+05:30,DEV-0001,West,1.0,61.81,81.64,49.25,44.17,25.51,116.3,warning,
2025-12-16T07:30:00+05:30,DEV-0001,West,1.0,58.73,81.55,55.32,41.55,26.56,111.94,warning,
2025-12-16T08:00:00+05:30,DEV-0001,West,1.0,75.02,81.46,56.12,52.39,31.14,97.39,warning,
2025-12-16T08:30:00+05:30,DEV-0001,West,1.0,47.97,81.38,39.95,38.9,29.45,107.8,warning,
